word,flag,count,,,,
保险,n,2,,,,
保险产品,n,2,,,,
保险费,n,2,,,,
俞洁华,nr,2,,,,
信丰,nz,2,,,,
信件,n,2,,,,
信任,n,2,,,,
修订,v,2,,,,
俱乐部,n,2,,,,
候小滨,nr,2,,,,
借,v,2,,,,
借款人,n,2,,,,
倪娅,nr,2,,,,
债权债务,n,2,,,,
假日,t,2,,,,
假设,vn,2,,,,
做线,n,2,,,,
停放,v,2,,,,
停止使用,i,2,,,,
儿子,n,2,,,,
儿童,n,2,,,,
元后,t,2,,,,
元周,t,2,,,,
元宝,nr,2,,,,
充分证明,n,2,,,,
先签,n,2,,,,
免交,v,2,,,,
免责,v,2,,,,
全过程,n,2,,,,
公告,n,2,,,,
公告费,n,2,,,,
公序良,nr,2,,,,
公积金,n,2,,,,
公证机关,n,2,,,,
公证费,n,2,,,,
六十四,m,2,,,,
六百,m,2,,,,
六百元,m,2,,,,
共识,n,2,,,,
关键,n,2,,,,
冀民,nr,2,,,,
写给,v,2,,,,
农产品,n,2,,,,
农任,n,2,,,,
冰,n,2,,,,
冲抵,v,2,,,,
决定书,n,2,,,,
准则,n,2,,,,
准据法,n,2,,,,
准确,a,2,,,,
准确性,n,2,,,,
凌澜,nrfg,2,,,,
减交,v,2,,,,
减轻,v,2,,,,
减除,v,2,,,,
凭单,n,2,,,,
出任,v,2,,,,
出入境,l,2,,,,
出资者,n,2,,,,
出面,n,2,,,,
函件,n,2,,,,
分得,v,2,,,,
分歧,n,2,,,,
分类,n,2,,,,
分行,v,2,,,,
刑事诉讼,l,2,,,,
划分,v,2,,,,
列支,n,2,,,,
刘宏菲,nr,2,,,,
刘宏颖,nr,2,,,,
利率,n,2,,,,
利诺,v,2,,,,
剧组,n,2,,,,
加上,v,2,,,,
加盟商,n,2,,,,
加盟费,n,2,,,,
包给,v,2,,,,
北海,ns,2,,,,
北路,ns,2,,,,
区分,n,2,,,,
医疗,n,2,,,,
十五万元,m,2,,,,
十五元,m,2,,,,
十几万元,m,2,,,,
升级,vn,2,,,,
半年,m,2,,,,
协查,vn,2,,,,
协调,v,2,,,,
单项,b,2,,,,
南路,ns,2,,,,
卫心,n,2,,,,
即以,c,2,,,,
厂长,n,2,,,,
压缩,v,2,,,,
原先,d,2,,,,
原判,n,2,,,,
原始凭证,n,2,,,,
原本,n,2,,,,
原材料,n,2,,,,
原来,d,2,,,,
又称,n,2,,,,
友效,a,2,,,,
友谊,nr,2,,,,
反应,vn,2,,,,
反诉,v,2,,,,
发件人,l,2,,,,
发出,v,2,,,,
发生冲突,n,2,,,,
发生变化,l,2,,,,
发给,vn,2,,,,
发表,v,2,,,,
取票,v,2,,,,
取证,v,2,,,,
取走,v,2,,,,
受损,v,2,,,,
受益,v,2,,,,
受聘,v,2,,,,
受评,v,2,,,,
受贿罪,n,2,,,,
受领,v,2,,,,
变化,vn,2,,,,
只要,c,2,,,,
可循,v,2,,,,
台,q,2,,,,
台关,ns,2,,,,
号案,n,2,,,,
号码,n,2,,,,
各种,r,2,,,,
合伙,n,2,,,,
合作伙伴,n,2,,,,
合意,v,2,,,,
合法权利,l,2,,,,
合资,vn,2,,,,
吉林,ns,2,,,,
同样,d,2,,,,
同等,b,2,,,,
后才,t,2,,,,
否定,v,2,,,,
含,v,2,,,,
含有,v,2,,,,
启维,ns,2,,,,
吴焕栋,nr,2,,,,
吻合,v,2,,,,
呀,y,2,,,,
周小玉,nr,2,,,,
周红,nr,2,,,,
和平区,ns,2,,,,
和德远,nr,2,,,,
咪咪,o,2,,,,
咱,r,2,,,,
哲瑞,nrt,2,,,,
唐海,nr,2,,,,
商家,n,2,,,,
商标权,n,2,,,,
商谈,v,2,,,,
嘉兴市,ns,2,,,,
嘉定,ns,2,,,,
嘉民二,nz,2,,,,
四十,m,2,,,,
四年,m,2,,,,
回复,v,2,,,,
回执,v,2,,,,
因易富,n,2,,,,
因温,n,2,,,,
因私,n,2,,,,
园区,n,2,,,,
固定成本,l,2,,,,
国务院,nt,2,,,,
在场,v,2,,,,
在此期间,l,2,,,,
地将,n,2,,,,
地税,n,2,,,,
场内,s,2,,,,
坐落于,v,2,,,,
基本相同,n,2,,,,
塑胶制品,n,2,,,,
境内,s,2,,,,
增资,v,2,,,,
士防,n,2,,,,
处分权,n,2,,,,
处有,v,2,,,,
处罚金,n,2,,,,
复华,nz,2,,,,
复杂,a,2,,,,
外文,n,2,,,,
外文书,n,2,,,,
外观设计,n,2,,,,
外部,f,2,,,,
外面,f,2,,,,
多份,m,2,,,,
多处,m,2,,,,
大小,b,2,,,,
大庭,n,2,,,,
大约,d,2,,,,
大部分,m,2,,,,
天向,n,2,,,,
天地,n,2,,,,
天成,nr,2,,,,
天辰,n,2,,,,
奇,ag,2,,,,
奇珠,n,2,,,,
奥尔古,ns,2,,,,
女儿,n,2,,,,
女儿国,n,2,,,,
奶粉,n,2,,,,
如仅,c,2,,,,
始终,d,2,,,,
委托人,n,2,,,,
婚姻关系,n,2,,,,
婚姻法,n,2,,,,
存放,v,2,,,,
存款,n,2,,,,
学兵,n,2,,,,
学校,n,2,,,,
安,v,2,,,,
安全部,nt,2,,,,
安富伟,nr,2,,,,
安徽,ns,2,,,,
安徽省,ns,2,,,,
安泱,z,2,,,,
宋成根,nr,2,,,,
定型,b,2,,,,
宜,vg,2,,,,
实则,n,2,,,,
实收,v,2,,,,
实行,v,2,,,,
审计费,n,2,,,,
审议,v,2,,,,
客观存在,n,2,,,,
宣传材料,n,2,,,,
室,n,2,,,,
富,nr,2,,,,
富士康,nr,2,,,,
对内,s,2,,,,
对冲,n,2,,,,
对抗,v,2,,,,
对话,n,2,,,,
导演,v,2,,,,
将案,n,2,,,,
小,n,2,,,,
小企业,n,2,,,,
小区,n,2,,,,
尚有,v,2,,,,
就经,d,2,,,,
尽,v,2,,,,
尽管,c,2,,,,
尽职尽责,l,2,,,,
尽量,d,2,,,,
层,q,2,,,,
层级,n,2,,,,
层面,n,2,,,,
居,v,2,,,,
居乐,n,2,,,,
居间人,n,2,,,,
届时,d,2,,,,
展示,v,2,,,,
展览,v,2,,,,
山宇,n,2,,,,
岗,n,2,,,,
岗位,n,2,,,,
崔杰,nr,2,,,,
工人工资,n,2,,,,
工作量,n,2,,,,
工商局,j,2,,,,
工程施工,n,2,,,,
工程机械,n,2,,,,
巨大,a,2,,,,
差,a,2,,,,
市场监管,n,2,,,,
市心,n,2,,,,
帐号,n,2,,,,
干涉,v,2,,,,
平均利润,n,2,,,,
平均工资,n,2,,,,
年月日,t,2,,,,
并不相同,i,2,,,,
应受,v,2,,,,
应有,v,2,,,,
应案,v,2,,,,
应用服务,n,2,,,,
应系,v,2,,,,
应纳,v,2,,,,
延长,v,2,,,,
开业,n,2,,,,
开会讨论,n,2,,,,
开利,ns,2,,,,
开发商,n,2,,,,
开户,n,2,,,,
开支,v,2,,,,
引用,v,2,,,,
引起,v,2,,,,
张俊红,nr,2,,,,
张琳,nr,2,,,,
张磊,nr,2,,,,
张虹,nr,2,,,,
强,a,2,,,,
归中艺,nr,2,,,,
归明州,nr,2,,,,
归艺,n,2,,,,
归责,v,2,,,,
当初,t,2,,,,
当庭,n,2,,,,
彭,nr,2,,,,
影业,vn,2,,,,
徕,x,2,,,,
得知,v,2,,,,
御,vg,2,,,,
微压,n,2,,,,
心心,n,2,,,,
快,a,2,,,,
快速,d,2,,,,
总收入,n,2,,,,
总裁,n,2,,,,
总计,n,2,,,,
恒安,nz,2,,,,
恩桥,nr,2,,,,
悬浮,v,2,,,,
情况表,n,2,,,,
惠州市,ns,2,,,,
惩戒,vn,2,,,,
意愿,n,2,,,,
意识,n,2,,,,
愿,v,2,,,,
或许,d,2,,,,
战蕾,n,2,,,,
户,n,2,,,,
房,n,2,,,,
所任,b,2,,,,
所得额,n,2,,,,
所有人,n,2,,,,
所有者,c,2,,,,
所诉,v,2,,,,
手段,n,2,,,,
手续费,n,2,,,,
扩股,v,2,,,,
扬,vg,2,,,,
扬智嘉,nr,2,,,,
找,v,2,,,,
承包人,n,2,,,,
承包期,n,2,,,,
承建方,nr,2,,,,
承租,v,2,,,,
承诺函,nr,2,,,,
技术开发区,n,2,,,,
技术转让,l,2,,,,
抑或,c,2,,,,
投标,n,2,,,,
投资方,n,2,,,,
折,m,2,,,,
抛物线,n,2,,,,
抢夺,v,2,,,,
报上,v,2,,,,
报备,v,2,,,,
报纸,n,2,,,,
报经,n,2,,,,
抵押,vn,2,,,,
抵销,vn,2,,,,
担负,v,2,,,,
拘束力,n,2,,,,
招聘,v,2,,,,
拟制,v,2,,,,
指,v,2,,,,
指向,n,2,,,,
指标,n,2,,,,
指示,v,2,,,,
挪,v,2,,,,
掌管,v,2,,,,
排他性,n,2,,,,
探伤,v,2,,,,
接近,v,2,,,,
控制力,n,2,,,,
控制权,n,2,,,,
推断,v,2,,,,
推断出,i,2,,,,
措施,n,2,,,,
提,v,2,,,,
提举,v,2,,,,
提出诉讼,l,2,,,,
提升,v,2,,,,
提名,v,2,,,,
提成,v,2,,,,
提货,v,2,,,,
提高,v,2,,,,
操作,v,2,,,,
支付宝,nr,2,,,,
支行,v,2,,,,
收归,v,2,,,,
收支平衡,i,2,,,,
改变,v,2,,,,
故仅,c,2,,,,
故倪,n,2,,,,
故周,n,2,,,,
故而,c,2,,,,
效益,n,2,,,,
敬鲁,nr,2,,,,
数,n,2,,,,
数次,m,2,,,,
数量,n,2,,,,
整个,b,2,,,,
整体,n,2,,,,
文,n,2,,,,
文中,s,2,,,,
文化用品,n,2,,,,
文档,n,2,,,,
斯乐,nr,2,,,,
斯特,nrt,2,,,,
新,ns,2,,,,
新路,nz,2,,,,
新闻,n,2,,,,
无,c,2,,,,
无理,v,2,,,,
无锡市,ns,2,,,,
既然,c,2,,,,
日及,ns,2,,,,
日后,t,2,,,,
日常生活,i,2,,,,
日本,ns,2,,,,
时合,n,2,,,,
昌海,ns,2,,,,
昌胜,nr,2,,,,
明于,v,2,,,,
明文规定,l,2,,,,
易立,nr,2,,,,
普民三,nz,2,,,,
普陀区,ns,2,,,,
智,n,2,,,,
智,ng,2,,,,
暂定,d,2,,,,
暂计,v,2,,,,
更具,v,2,,,,
最低,a,2,,,,
月俪,n,2,,,,
有些,r,2,,,,
有没有,v,2,,,,
服,vn,2,,,,
服务中心,n,2,,,,
期待,v,2,,,,
未曾,d,2,,,,
本着,p,2,,,,
本职工作,n,2,,,,
朱云丽,nr,2,,,,
机械,n,2,,,,
权系,n,2,,,,
李元姚,nr,2,,,,
李勤夫,nr,2,,,,
李启君,nr,2,,,,
李文清,nr,2,,,,
李晓荣,nr,2,,,,
李鑫,nr,2,,,,
杜冰洁,nr,2,,,,
条,q,2,,,,
条文,n,2,,,,
杨志凌,nr,2,,,,
杨文智,nr,2,,,,
杨民,nr,2,,,,
杨衡微,nr,2,,,,
杭州,ns,2,,,,
杭州市中级人民法院,nt,2,,,,
林薇,nr,2,,,,
查,v,2,,,,
核准,n,2,,,,
案号,n,2,,,,
案涉,v,2,,,,
梁佳,nr,2,,,,
梁好臣,nr,2,,,,
梦,n,2,,,,
检查,vn,2,,,,
棋类,n,2,,,,
概念,n,2,,,,
樊,nr,2,,,,
模具,n,2,,,,
欠,v,2,,,,
欧索,ns,2,,,,
欧翠,nr,2,,,,
正当性,n,2,,,,
正当竞争,l,2,,,,
此时,c,2,,,,
此次,r,2,,,,
此款,r,2,,,,
此类,r,2,,,,
此项,r,2,,,,
殷泰,nr,2,,,,
母亲,n,2,,,,
每,r,2,,,,
每届,r,2,,,,
每股,r,2,,,,
比较,d,2,,,,
民,ng,2,,,,
民事权利,n,2,,,,
民事案件,n,2,,,,
气压,n,2,,,,
氧舱,n,2,,,,
水电费,n,2,,,,
永,d,2,,,,
永信瑞,nr,2,,,,
求,v,2,,,,
汇总,n,2,,,,
江裕昌,nr,2,,,,
汪晓刚,nr,2,,,,
汪淳莉,nr,2,,,,
汽车修理,n,2,,,,
汽车配件,n,2,,,,
汽车饰品,n,2,,,,
沈,nr,2,,,,
沈中民,nr,2,,,,
沈和民三初字,nz,2,,,,
沈和连,ns,2,,,,
沙法,n,2,,,,
河南省,ns,2,,,,
泉,ns,2,,,,
法,ns,2,,,,
法件,n,2,,,,
法务部,nt,2,,,,
法庭,n,2,,,,
法律文书,nr,2,,,,
法条,n,2,,,,
法沃,ns,2,,,,
注册地,n,2,,,,
泰,ns,2,,,,
洪谦欲,nr,2,,,,
洪谦自,nr,2,,,,
派生,v,2,,,,
流向,n,2,,,,
流失,v,2,,,,
浙,ns,2,,,,
海波,n,2,,,,
海航,j,2,,,,
海运,n,2,,,,
润蕾,n,2,,,,
润蕾云,n,2,,,,
淘米,n,2,,,,
清偿,vn,2,,,,
清偿债务,n,2,,,,
清洁,a,2,,,,
渝,j,2,,,,
湜,zg,2,,,,
滞纳金,n,2,,,,
满族,nz,2,,,,
滥用职权,l,2,,,,
漫趣,a,2,,,,
潘丽霞,nr,2,,,,
点,m,2,,,,
焜,zg,2,,,,
然,r,2,,,,
煤炭,n,2,,,,
照片,n,2,,,,
爱迪士,nr,2,,,,
父亲,n,2,,,,
牟取,v,2,,,,
物品,n,2,,,,
特殊性,n,2,,,,
犯虚,v,2,,,,
独家代理,i,2,,,,
玉林,nr,2,,,,
王伟,nr,2,,,,
王岩,nr,2,,,,
环评,j,2,,,,
现代,t,2,,,,
珠,ng,2,,,,
理解,v,2,,,,
瑞,j,2,,,,
甚至,d,2,,,,
生住,v,2,,,,
生效日,n,2,,,,
用为,v,2,,,,
用地,n,2,,,,
用语,n,2,,,,
甬,j,2,,,,
由此可知,l,2,,,,
由眭蓓蓓,nr,2,,,,
甲乙双方,nz,2,,,,
申报表,n,2,,,,
申请表,n,2,,,,
电解液,n,2,,,,
留,v,2,,,,
疆,n,2,,,,
疑问,v,2,,,,
登记表,nz,2,,,,
登陆,v,2,,,,
白蛇传,nr,2,,,,
盈利,n,2,,,,
监控,vn,2,,,,
盘,q,2,,,,
盛励,v,2,,,,
盛睿,nrfg,2,,,,
相似性,n,2,,,,
相吻合,n,2,,,,
相当于,v,2,,,,
真实情况,l,2,,,,
眭蓓蓓与,nr,2,,,,
眭蓓蓓马,nr,2,,,,
睿信,a,2,,,,
知悉,v,2,,,,
砥,ng,2,,,,
确认函,v,2,,,,
祖,nr,2,,,,
票据,n,2,,,,
福公司,nt,2,,,,
福州,ns,2,,,,
福江,ns,2,,,,
福田区,ns,2,,,,
福门,ns,2,,,,
离婚,v,2,,,,
科传,n,2,,,,
科学仪器,n,2,,,,
科工贸,n,2,,,,
科技园,n,2,,,,
称该,v,2,,,,
税后,t,2,,,,
穷尽,a,2,,,,
空白,n,2,,,,
竞买人,n,2,,,,
笔记本电脑,n,2,,,,
符合事实,n,2,,,,
等同于,vi,2,,,,
策略,n,2,,,,
筹款,n,2,,,,
管理权,n,2,,,,
管理权限,n,2,,,,
管理混乱,l,2,,,,
管理者,n,2,,,,
米,m,2,,,,
米,q,2,,,,
粤,j,2,,,,
精密机械,n,2,,,,
精神,n,2,,,,
系列产品,n,2,,,,
系因,n,2,,,,
系山,n,2,,,,
系易富,n,2,,,,
系游,n,2,,,,
系艺,n,2,,,,
紧张,a,2,,,,
紫荆,nr,2,,,,
累积,v,2,,,,
红霞,nr,2,,,,
纯,a,2,,,,
纳入,v,2,,,,
纳税人,n,2,,,,
线,n,2,,,,
经从,p,2,,,,
经将,n,2,,,,
经手,n,2,,,,
绝对权,n,2,,,,
缔约,n,2,,,,
罐头食品,n,2,,,,
网上,s,2,,,,
罗青,nr,2,,,,
罚款,n,2,,,,
群,n,2,,,,
羽,q,2,,,,
者,k,2,,,,
职务工资,n,2,,,,
职员,n,2,,,,
职工工资,n,2,,,,
职能,n,2,,,,
联名,v,2,,,,
联络,n,2,,,,
聘用,v,2,,,,
聚,v,2,,,,
聚威,n,2,,,,
肉制品,n,2,,,,
股价,n,2,,,,
股利,n,2,,,,
股本,n,2,,,,
自主,v,2,,,,
自任,v,2,,,,
自然,d,2,,,,
船,n,2,,,,
节,v,2,,,,
节省,n,2,,,,
芜湖,ns,2,,,,
芬,zg,2,,,,
苛责,v,2,,,,
英国,ns,2,,,,
草签,n,2,,,,
药品,n,2,,,,
药品监督管理局,nt,2,,,,
药店,n,2,,,,
莉莉,nrt,2,,,,
莱,ns,2,,,,
营,n,2,,,,
营养食品,n,2,,,,
落实,a,2,,,,
蒋某,nr,2,,,,
蒋秀高,nr,2,,,,
虽为,c,2,,,,
虽于,c,2,,,,
虽以,c,2,,,,
行为主体,n,2,,,,
行政部,n,2,,,,
街,n,2,,,,
补偿,vn,2,,,,
补偿款,n,2,,,,
裁决,v,2,,,,
装修,v,2,,,,
西安,ns,2,,,,
规模较,v,2,,,,
解除合同,i,2,,,,
计提,n,2,,,,
计算方法,n,2,,,,
计算机信息,n,2,,,,
计算机网络,n,2,,,,
认真完成,i,2,,,,
论证,n,2,,,,
访谈,v,2,,,,
评估价,n,2,,,,
评定,v,2,,,,
评析,vn,2,,,,
评述,v,2,,,,
诉明,v,2,,,,
译本,n,2,,,,
诚捷,a,2,,,,
该国,r,2,,,,
该组,r,2,,,,
谁,r,2,,,,
调薪,v,2,,,,
谢勇,nr,2,,,,
谢琦永,nr,2,,,,
谭,nr,2,,,,
豪杰,nrt,2,,,,
财产权利,n,2,,,,
财务会计,n,2,,,,
财务制度,n,2,,,,
财务状况,n,2,,,,
财务部,nt,2,,,,
责任保险,n,2,,,,
账款,n,2,,,,
货运,n,2,,,,
购销,v,2,,,,
贵州,ns,2,,,,
资本,n,2,,,,
资讯,n,2,,,,
资金占用,n,2,,,,
赔偿款,n,2,,,,
赚取,v,2,,,,
赛,n,2,,,,
赛克,nz,2,,,,
赞同,v,2,,,,
走,v,2,,,,
赵尔坤,nrfg,2,,,,
赵才,nr,2,,,,
赵晓洁,nr,2,,,,
赵栋,nr,2,,,,
赵雪艳,nr,2,,,,
起诉书,n,2,,,,
超额,b,2,,,,
足以认定,i,2,,,,
跟踪,v,2,,,,
跨度,n,2,,,,
路易丝,n,2,,,,
转付,v,2,,,,
转包,v,2,,,,
转售,v,2,,,,
转给,v,2,,,,
转至,v,2,,,,
转让金,n,2,,,,
软体,n,2,,,,
较为简单,z,2,,,,
辅助,vn,2,,,,
辉,nr,2,,,,
辛颖梅,nr,2,,,,
辩护,v,2,,,,
辰,ng,2,,,,
边,d,2,,,,
辽,j,2,,,,
达成协议,nz,2,,,,
过于,v,2,,,,
过分,n,2,,,,
运动服装,n,2,,,,
运用,vn,2,,,,
运行,v,2,,,,
还要,c,2,,,,
进出,v,2,,,,
进货价格,n,2,,,,
违约金,n,2,,,,
连,u,2,,,,
连任,v,2,,,,
连选,v,2,,,,
迪欧,ns,2,,,,
追诉,v,2,,,,
退一步讲,l,2,,,,
退休,v,2,,,,
适切,a,2,,,,
逃避,v,2,,,,
逆向,n,2,,,,
选择权,n,2,,,,
通行证,n,2,,,,
通讯,nz,2,,,,
遂,d,2,,,,
道歉,v,2,,,,
遭到,v,2,,,,
那样,r,2,,,,
邮箱,n,2,,,,
邱水,nr,2,,,,
郭,nr,2,,,,
郭宏军,nr,2,,,,
都江堰,ns,2,,,,
都邦,n,2,,,,
配件,n,2,,,,
配备,v,2,,,,
采取,v,2,,,,
重,a,2,,,,
重叠,v,2,,,,
金义,n,2,,,,
金博,nr,2,,,,
金慧,nr,2,,,,
钟志辉,nr,2,,,,
钢结构,n,2,,,,
铁军,n,2,,,,
铁旅,n,2,,,,
铝,n,2,,,,
银球,n,2,,,,
销售款,n,2,,,,
销售部,n,2,,,,
销售额,n,2,,,,
镇江市,ns,2,,,,
长宁区,ns,2,,,,
长峰,ns,2,,,,
长江,ns,2,,,,
附属,b,2,,,,
附表,n,2,,,,
陆犀莉,nr,2,,,,
陆豹,nr,2,,,,
陈俊良,nr,2,,,,
陈操,nr,2,,,,
陈朝泰,nr,2,,,,
陈江,nr,2,,,,
除名,v,2,,,,
随后,d,2,,,,
随着,p,2,,,,
难,a,2,,,,
难予,v,2,,,,
集中,v,2,,,,
零元,m,2,,,,
雷同,nr,2,,,,
需承担,n,2,,,,
霍,nr,2,,,,
青春,ns,2,,,,
青民二初字,nz,2,,,,
青浦区,ns,2,,,,
非专利,l,2,,,,
非国有,b,2,,,,
韦品,nr,2,,,,
项下,n,2,,,,
项之,nr,2,,,,
项晨,nr,2,,,,
顺利进行,n,2,,,,
顾,v,2,,,,
顾北亭,nr,2,,,,
顾钧,nr,2,,,,
预,v,2,,,,
颐,ns,2,,,,
首届,m,2,,,,
骆永基,nr,2,,,,
验收,v,2,,,,
骨语,nz,2,,,,
高于,v,2,,,,
高压氧,n,2,,,,
高新区,nr,2,,,,
高科技,nz,2,,,,
鲍继明,nr,2,,,,
麟韵合,nz,2,,,,
黄,n,2,,,,
黄日山,ns,2,,,,
黄瑛,nr,2,,,,
默认,v,2,,,,
齐材,n,2,,,,
％,x,2,,,,
／,x,2,,,,
+,x,1,,,,
0,m,1,,,,
176,m,1,,,,
36,m,1,,,,
116,m,1,,,,
2,m,1,,,,
302,m,1,,,,
5,m,1,,,,
7807,m,1,,,,
911,m,1,,,,
1002,m,1,,,,
100720,m,1,,,,
101,m,1,,,,
1011,m,1,,,,
1014021,m,1,,,,
10180,m,1,,,,
102015,m,1,,,,
1022000,m,1,,,,
10299,m,1,,,,
103525,m,1,,,,
103682,m,1,,,,
10381,m,1,,,,
10488,m,1,,,,
1050,m,1,,,,
105000,m,1,,,,
10641,m,1,,,,
10725,m,1,,,,
10852,m,1,,,,
108734,m,1,,,,
109370,m,1,,,,
110000,m,1,,,,
11031,m,1,,,,
11070,m,1,,,,
1108,m,1,,,,
1120,m,1,,,,
112007,m,1,,,,
11223,m,1,,,,
113624,m,1,,,,
115600,m,1,,,,
1165,m,1,,,,
116936260,m,1,,,,
117342,m,1,,,,
1176700,m,1,,,,
117973628,m,1,,,,
1182477,m,1,,,,
1182600,m,1,,,,
1182974,m,1,,,,
11991,m,1,,,,
11994,m,1,,,,
11997,m,1,,,,
12013,m,1,,,,
120636705,m,1,,,,
12084,m,1,,,,
12103,m,1,,,,
1219075,m,1,,,,
122221,m,1,,,,
123,m,1,,,,
12303,m,1,,,,
1234910039,m,1,,,,
12358,m,1,,,,
1240698299,m,1,,,,
124516332,m,1,,,,
124949851,m,1,,,,
1250,m,1,,,,
1270,m,1,,,,
1270248,m,1,,,,
12738,m,1,,,,
12800,m,1,,,,
1281455098,m,1,,,,
128248,m,1,,,,
128750,m,1,,,,
12896,m,1,,,,
128967711,m,1,,,,
1290,m,1,,,,
12903,m,1,,,,
12939,m,1,,,,
13111,m,1,,,,
13198,m,1,,,,
13200,m,1,,,,
13221,m,1,,,,
13230,m,1,,,,
13302,m,1,,,,
1334,m,1,,,,
13380,m,1,,,,
135296,m,1,,,,
13540,m,1,,,,
136661459,m,1,,,,
1376084250,m,1,,,,
13772,m,1,,,,
14026,m,1,,,,
1.41516E+17,m,1,,,,
141800,m,1,,,,
142754,m,1,,,,
14342,m,1,,,,
14400,m,1,,,,
14468,m,1,,,,
145350,m,1,,,,
14704,m,1,,,,
14715,m,1,,,,
147550,m,1,,,,
147973628,m,1,,,,
14824666,m,1,,,,
14850524,m,1,,,,
1487828,m,1,,,,
150,m,1,,,,
15000,m,1,,,,
1500000,m,1,,,,
15047,m,1,,,,
15078618,m,1,,,,
15144,m,1,,,,
151800,m,1,,,,
152300,m,1,,,,
1526,m,1,,,,
15304774,m,1,,,,
153058,m,1,,,,
153101922,m,1,,,,
1535,m,1,,,,
153744,m,1,,,,
1539,m,1,,,,
15396,m,1,,,,
15400,m,1,,,,
15521442,m,1,,,,
15578618,m,1,,,,
15600,m,1,,,,
1582,m,1,,,,
1583,m,1,,,,
16060,m,1,,,,
160600,m,1,,,,
1617660,m,1,,,,
16177467,m,1,,,,
16190,m,1,,,,
1639204,m,1,,,,
16442,m,1,,,,
16600,m,1,,,,
16635,m,1,,,,
166360,m,1,,,,
168000,m,1,,,,
168208965,m,1,,,,
1683,m,1,,,,
16985,m,1,,,,
170916,m,1,,,,
172,m,1,,,,
1720,m,1,,,,
1726,m,1,,,,
17264,m,1,,,,
1732893852,m,1,,,,
175566,m,1,,,,
17568,m,1,,,,
17573,m,1,,,,
17800,m,1,,,,
18023850,m,1,,,,
180700,m,1,,,,
18122,m,1,,,,
18314,m,1,,,,
18392,m,1,,,,
185000,m,1,,,,
189,m,1,,,,
189655,m,1,,,,
18972,m,1,,,,
19123,m,1,,,,
191800,m,1,,,,
19200,m,1,,,,
19328067,m,1,,,,
1940,m,1,,,,
194288,m,1,,,,
1946415,m,1,,,,
1947188065,m,1,,,,
1949,m,1,,,,
1953,m,1,,,,
195466585,m,1,,,,
196,m,1,,,,
19637,m,1,,,,
197719,m,1,,,,
1980,m,1,,,,
1983,m,1,,,,
1990,m,1,,,,
1991,m,1,,,,
1993,m,1,,,,
1995,m,1,,,,
1998,m,1,,,,
1号店,n,1,,,,
200000,m,1,,,,
2001,m,1,,,,
20114,m,1,,,,
20124,m,1,,,,
20125,m,1,,,,
20126,m,1,,,,
20127,m,1,,,,
20128,m,1,,,,
201307,m,1,,,,
20137,m,1,,,,
20138,m,1,,,,
20139,m,1,,,,
20140,m,1,,,,
20141,m,1,,,,
202014,m,1,,,,
2021,m,1,,,,
2022,m,1,,,,
2024,m,1,,,,
2028,m,1,,,,
203,m,1,,,,
2050,m,1,,,,
206,m,1,,,,
2098,m,1,,,,
210,m,1,,,,
2.10122E+16,m,1,,,,
2106,m,1,,,,
21125,m,1,,,,
2117,m,1,,,,
2117660,m,1,,,,
21225,m,1,,,,
212556,m,1,,,,
214369267,m,1,,,,
2145,m,1,,,,
21450,m,1,,,,
2150,m,1,,,,
21568,m,1,,,,
216768,m,1,,,,
2181,m,1,,,,
2188237,m,1,,,,
2190,m,1,,,,
219076489,m,1,,,,
21956,m,1,,,,
21994,m,1,,,,
21996,m,1,,,,
22009,m,1,,,,
22013,m,1,,,,
22015,m,1,,,,
22018,m,1,,,,
22053941,m,1,,,,
22192,m,1,,,,
22253,m,1,,,,
22561,m,1,,,,
2286,m,1,,,,
2295,m,1,,,,
23000,m,1,,,,
23192,m,1,,,,
2320,m,1,,,,
232427,m,1,,,,
2327,m,1,,,,
234,m,1,,,,
23427,m,1,,,,
235839,m,1,,,,
236,m,1,,,,
2392,m,1,,,,
2395,m,1,,,,
240,m,1,,,,
241,m,1,,,,
241351172,m,1,,,,
2417,m,1,,,,
2427,m,1,,,,
2446534,m,1,,,,
246780393,m,1,,,,
2477350,m,1,,,,
24955,m,1,,,,
24960,m,1,,,,
250,m,1,,,,
25047,m,1,,,,
25200,m,1,,,,
2525,m,1,,,,
25346,m,1,,,,
254,m,1,,,,
2544,m,1,,,,
25440,m,1,,,,
2546,m,1,,,,
25510,m,1,,,,
2580,m,1,,,,
25884005,m,1,,,,
259,m,1,,,,
26000,m,1,,,,
261800,m,1,,,,
26225,m,1,,,,
262829,m,1,,,,
2640,m,1,,,,
265064,m,1,,,,
26568,m,1,,,,
26578,m,1,,,,
2668789561,m,1,,,,
272618,m,1,,,,
27379,m,1,,,,
27566741,m,1,,,,
277674,m,1,,,,
27889,m,1,,,,
27983,m,1,,,,
2824380,m,1,,,,
28275,m,1,,,,
2829,m,1,,,,
284379181,m,1,,,,
2887,m,1,,,,
289149,m,1,,,,
2929,m,1,,,,
2943,m,1,,,,
29455,m,1,,,,
29565266,m,1,,,,
3000000,m,1,,,,
30026,m,1,,,,
30027,m,1,,,,
30056,m,1,,,,
3025,m,1,,,,
3033640,m,1,,,,
30540,m,1,,,,
30756,m,1,,,,
31250,m,1,,,,
319199,m,1,,,,
3199,m,1,,,,
31996,m,1,,,,
32008,m,1,,,,
32013,m,1,,,,
